ID,grade
23195,B
72622,B
54995,B
79775,B
25897,B
95740,B
46588,B
10069,B
45095,B
73520,B
22433,B
27005,B
35311,B
11902,B
86519,B
98488,B
5877,B
13438,B
74609,B
6611,B
16951,B
89318,B
23535,B
84390,B
87744,B
15011,B
6543,B
88681,B
34746,B
6472,B
63787,B
21830,B
90863,B
4419,B
9565,B
88304,B
65570,B
83793,B
83551,B
28990,B
43576,B
5762,B
66545,B
38951,B
9351,B
48094,B
29528,B
88116,B
30699,B
62456,B
58705,B
63641,B
7466,B
22212,B
64297,B
27595,B
48183,B
59153,B
70133,B
76488,B
31013,B
77970,B
83766,B
34218,B
25532,B
22342,B
81219,B
8329,B
98413,B
28858,B
41455,B
382,B
62617,B
97562,B
31474,B
6595,B
60411,B
83610,B
3946,B
67416,B
9692,B
22275,B
77416,B
47478,B
98777,B
61372,B
12009,B
67885,B
13150,B
19971,B
80004,B
8749,B
60383,B
31122,B
82818,B
75391,B
78343,B
56689,B
83230,B
77200,B
95051,B
21806,B
58915,B
69520,B
35155,B
96157,B
22348,B
48949,B
44791,B
85139,B
51644,B
82235,B
66914,B
38663,B
3243,B
89662,B
70326,B
20035,B
51149,B
19307,B
52057,B
38968,B
64359,B
81660,B
46357,B
3241,B
79100,B
47896,B
79870,B
32165,B
88011,B
13234,B
55113,B
62227,B
41186,B
11412,B
38491,B
70437,B
85146,B
14870,B
86854,B
21983,B
17416,B
78258,B
89517,B
10539,B
38344,B
18647,B
47675,B
33736,B
65028,B
84684,B
20089,B
34327,B
42562,B
46946,B
43736,B
77760,B
74592,B
94364,B
41081,B
1751,B
97541,B
97073,B
73530,B
64346,B
69766,B
84620,B
65023,B
54695,B
30256,B
19072,B
35368,B
27922,B
5517,B
10699,B
92528,B
64865,B
32453,B
15532,B
46282,B
87581,B
68551,B
98342,B
57282,B
17860,B
16432,B
30630,B
7957,B
76226,B
19250,B
67733,B
46003,B
95761,B
41329,B
30744,B
62186,B
66662,B
12807,B
32338,B
81029,B
29927,B
34434,B
74047,B
9246,B
97454,B
99533,B
1602,B
17983,B
49937,B
56,B
17252,B
46950,B
85611,B
61912,B
60248,B
54199,B
1481,B
20457,B
16795,B
61070,B
71021,B
85600,B
8320,B
95981,B
99951,B
37286,B
91935,B
21438,B
6051,B
94340,B
95466,B
64416,B
57357,B
96528,B
75305,B
42290,B
2201,B
1057,B
58777,B
9333,B
92966,B
69997,B
95295,B
60676,B
93078,B
59162,B
2749,B
26860,B
9768,B
56531,B
68946,B
66644,B
41331,B
14974,B
94872,B
88649,B
69441,B
59310,B
53412,B
32693,B
40106,B
21635,B
82585,B
47527,B
4953,B
54025,B
47572,B
187,B
8091,B
1623,B
51482,B
25251,B
10563,B
7989,B
36755,B
57568,B
89577,B
85744,B
67033,B
54079,B
77428,B
24896,B
464,B
60245,B
91302,B
98630,B
29560,B
43183,B
64554,B
57952,B
10744,B
43072,B
99075,B
54811,B
34905,B
49581,B
30749,B
9461,B
24492,B
40104,B
80944,B
10152,B
82704,B
94130,B
78332,B
13592,B
12858,B
8441,B
61678,B
19538,B
76401,B
66523,B
17828,B
48258,B
87150,B
80801,B
74175,B
40495,B
72903,B
16911,B
58437,B
12202,B
86611,B
2880,B
17198,B
50517,B
21688,B
5611,B
10461,B
57222,B
86275,B
88378,B
68808,B
60397,B
3573,B
32915,B
40891,B
37672,B
98900,B
58680,B
74467,B
1218,B
81895,B
58713,B
32913,B
40549,B
50766,B
98580,B
63754,B
16314,B
10606,B
40005,B
3539,B
12687,B
71465,B
30349,B
16213,B
49772,B
27991,B
39440,B
37040,B
5937,B
57313,B
30237,B
60050,B
77404,B
52334,B
48503,B
20357,B
36254,B
84893,B
68664,B
24005,B
86636,B
75151,B
26886,B
31610,B
54273,B
32658,B
52903,B
95451,B
55935,B
5892,B
95004,B
74085,B
24893,B
12972,B
82091,B
57074,B
43595,B
33422,B
46398,B
45827,B
27202,B
6785,B
68707,B
44254,B
73880,B
32347,B
88875,B
55074,B
71797,B
12190,B
43347,B
23294,B
5530,B
47051,B
15537,B
33403,B
22659,B
85637,B
62012,B
85428,B
18893,B
68212,B
99519,B
60799,B
18768,B
22570,B
60844,B
65427,B
97327,B
78579,B
66892,B
13892,B
96631,B
12276,B
17733,B
66579,B
2091,B
63516,B
3834,B
78819,B
86199,B
91558,B
32393,B
55896,B
13401,B
21165,B
27274,B
93505,B
44914,B
37576,B
54420,B
24034,B
90151,B
12789,B
40938,B
26536,B
99880,B
93579,B
69113,B
14689,B
11752,B
24971,B
20990,B
962,B
23579,B
9567,B
32677,B
16875,B
47844,B
88416,B
72455,B
10889,B
44066,B
23124,B
91223,B
99158,B
64512,B
8113,B
80015,B
860,B
57601,B
84362,B
91015,B
19891,B
91810,B
53385,B
78970,B
2995,B
53852,B
72206,B
51201,B
26352,B
88513,B
4507,B
61894,B
56988,B
60769,B
64707,B
72464,B
95980,B
2830,B
34601,B
47614,B
3693,B
96800,B
89964,B
12333,B
45811,B
66234,B
81753,B
99584,B
91225,B
47683,B
36180,B
26141,B
84050,B
20461,B
86479,B
51382,B
16757,B
98211,B
76847,B
82660,B
81026,B
25399,B
4770,B
65208,B
68903,B
46086,B
75748,B
65661,B
25406,B
28631,B
98948,B
95774,B
19461,B
94727,B
47410,B
38765,B
48241,B
45006,B
95381,B
97868,B
21719,B
64930,B
14618,B
60351,B
34388,B
72822,B
76293,B
13362,B
79614,B
83938,B
16769,B
68374,B
93407,B
85254,B
88836,B
93913,B
64974,B
99094,B
10390,B
90358,B
67541,B
93904,B
7677,B
95442,B
13314,B
73300,B
53465,B
36157,B
51929,B
86877,B
58401,B
18202,B
60840,B
54395,B
50377,B
83408,B
57125,B
82637,B
40932,B
77033,B
6697,B
17701,B
24774,B
2778,B
34427,B
18907,B
70547,B
51050,B
88430,B
63028,B
22741,B
35230,B
42769,B
76672,B
5757,B
75353,B
33261,B
41864,B
37645,B
80937,B
15612,B
57328,B
5214,B
16950,B
69937,B
13372,B
73308,B
48251,B
47705,B
7040,B
56611,B
12935,B
90339,B
16677,B
25856,B
94894,B
93729,B
13754,B
78111,B
65152,B
49125,B
18841,B
66121,B
28207,B
79001,B
92356,B
34116,B
70291,B
20968,B
56726,B
27949,B
69108,B
75246,B
19821,B
34454,B
27412,B
16313,B
8528,B
31268,B
42130,B
9092,B
33906,B
20074,B
87479,B
71040,B
52876,B
28278,B
5930,B
44980,B
71492,B
11026,B
19861,B
61337,B
82205,B
63327,B
77177,B
52206,B
531,B
79183,B
55488,B
5430,B
11143,B
28867,B
80936,B
28449,B
1991,B
62108,B
25283,B
46648,B
34621,B
89863,B
14071,B
47383,B
98741,B
19940,B
70569,B
27996,B
12492,B
32555,B
44926,B
58518,B
66199,B
26505,B
57885,B
12679,B
28984,B
8609,B
69098,B
6561,B
28667,B
28484,B
61829,B
14810,B
29258,B
25678,B
46020,B
25611,B
21250,B
26775,B
41128,B
53398,B
7849,B
27301,B
51286,B
4895,B
14201,B
4927,B
88093,B
31141,B
74250,B
53801,B
69062,B
16845,B
20641,B
21445,B
66795,B
57312,B
22773,B
3163,B
39934,B
72682,B
14369,B
7750,B
44440,B
40582,B
43975,B
88963,B
76470,B
26544,B
89721,B
13422,B
36381,B
91681,B
28317,B
71642,B
4551,B
714,B
69757,B
54960,B
20095,B
81454,B
35806,B
59212,B
65139,B
4771,B
80261,B
33129,B
71670,B
75415,B
6698,B
83471,B
63241,B
60561,B
28034,B
74824,B
95164,B
87594,B
27115,B
90408,B
96282,B
87725,B
62019,B
76801,B
57817,B
68599,B
40462,B
41258,B
1715,B
28743,B
4196,B
92578,B
57367,B
15589,B
91698,B
50453,B
37984,B
91701,B
93988,B
34493,B
14055,B
26099,B
78317,B
78316,B
15496,B
37007,B
7006,B
77741,B
18373,B
36118,B
36194,B
11959,B
56127,B
23643,B
30192,B
75127,B
30620,B
40900,B
57147,B
99748,B
84795,B
66801,B
97967,B
39547,B
27736,B
69630,B
74782,B
45883,B
30113,B
96501,B
87447,B
62874,B
84769,B
49739,B
86503,B
3391,B
87820,B
47664,B
99364,B
31937,B
19498,B
89985,B
40136,B
38714,B
16167,B
94093,B
34840,B
57878,B
68602,B
52157,B
12231,B
82320,B
67372,B
15297,B
30101,B
23969,B
17420,B
67012,B
6069,B
15647,B
37543,B
50596,B
75525,B
84153,B
37377,B
2499,B
65466,B
48853,B
22387,B
47502,B
79236,B
14776,B
4681,B
13227,B
32881,B
31177,B
88213,B
31878,B
46090,B
92058,B
28438,B
48171,B
73086,B
97957,B
4448,B
62391,B
96235,B
46419,B
64430,B
15029,B
65338,B
62389,B
49636,B
37366,B
95313,B
86537,B
40751,B
80140,B
10956,B
64009,B
84124,B
16265,B
22928,B
23297,B
40760,B
85330,B
91105,B
14061,B
77173,B
97879,B
61513,B
83258,B
29888,B
76888,B
16276,B
48275,B
81964,B
90268,B
8391,B
41342,B
1122,B
47377,B
34532,B
83324,B
2611,B
92919,B
10428,B
56967,B
48773,B
51784,B
76679,B
11819,B
13639,B
22648,B
65207,B
36620,B
57620,B
74297,B
73496,B
94375,B
302,B
73930,B
1828,B
91533,B
17914,B
13263,B
5807,B
7471,B
76249,B
11163,B
17757,B
86075,B
19112,B
34318,B
2526,B
45823,B
4091,B
78249,B
12941,B
17397,B
16110,B
8209,B
32410,B
59716,B
71419,B
13428,B
75980,B
66473,B
93194,B
98236,B
97194,B
59399,B
68952,B
79773,B
45277,B
30100,B
89228,B
32313,B
20577,B
17429,B
98508,B
17139,B
24604,B
96924,B
8373,B
91864,B
24464,B
83437,B
92698,B
75876,B
92868,B
1059,B
10325,B
13866,B
52101,B
99077,B
18418,B
46992,B
49334,B
13181,B
84370,B
76887,B
29513,B
58174,B
46168,B
62987,B
9634,B
11046,B
87829,B
53540,B
47414,B
79026,B
50296,B
22222,B
77981,B
38150,B
6973,B
32147,B
85877,B
2194,B
86615,B
39293,B
55620,B
57154,B
18337,B
97320,B
58383,B
22903,B
21775,B
32728,B
51691,B
55459,B
58315,B
91475,B
5044,B
65,B
98519,B
66354,B
68671,B
66736,B
85795,B
60205,B
55566,B
89400,B
83286,B
21891,B
93459,B
56179,B
43416,B
19662,B
98757,B
67968,B
79623,B
68548,B
59780,B
17770,B
92540,B
79346,B
18947,B
86193,B
52402,B
82723,B
45102,B
85897,B
682,B
57946,B
42934,B
66341,B
7384,B
47362,B
96583,B
96391,B
20055,B
17273,B
8309,B
55683,B
8534,B
92261,B
25589,B
80005,B
78624,B
82012,B
25490,B
64877,B
80715,B
32689,B
91582,B
75763,B
33501,B
59106,B
34612,B
42054,B
73811,B
40698,B
88926,B
80279,B
9381,B
31825,B
92521,B
10363,B
59161,B
78422,B
16296,B
92475,B
7579,B
43957,B
42638,B
11205,B
37611,B
85193,B
35006,B
38789,B
47783,B
81643,B
10387,B
82615,B
7857,B
79440,B
78419,B
61106,B
16496,B
83840,B
89498,B
94883,B
36643,B
40827,B
25120,B
53908,B
6838,B
76902,B
46036,B
10000,B
82934,B
18315,B
61346,B
53258,B
9394,B
89534,B
95464,B
80260,B
2002,B
28564,B
55587,B
99170,B
16041,B
54282,B
60175,B
60055,B
40564,B
41769,B
71446,B
97616,B
86429,B
36246,B
9207,B
11234,B
5717,B
73231,B
33971,B
10234,B
33085,B
26132,B
85044,B
76364,B
15690,B
99363,B
16781,B
71748,B
53906,B
19264,B
83988,B
75016,B
39475,B
67654,B
53941,B
47545,B
2867,B
14903,B
8463,B
25537,B
2767,B
79152,B
46520,B
48056,B
8597,B
34165,B
59264,B
90207,B
96748,B
19291,B
41340,B
81499,B
75750,B
75962,B
46683,B
42830,B
65946,B
95791,B
62576,B
85793,B
89096,B
93559,B
69463,B
5573,B
34717,B
25047,B
30586,B
48116,B
41512,B
74615,B
45642,B
70703,B
17766,B
1811,B
76658,B
40397,B
3468,B
21216,B
53372,B
77142,B
29141,B
75908,B
37263,B
63798,B
80155,B
53945,B
36867,B
87436,B
2784,B
1870,B
16773,B
78087,B
57047,B
24164,B
16006,B
33948,B
44883,B
45288,B
96023,B
6495,B
44733,B
16535,B
61944,B
20237,B
18916,B
10130,B
17966,B
41788,B
8317,B
63502,B
2686,B
10711,B
99459,B
62795,B
26616,B
81557,B
40774,B
1167,B
13522,B
93932,B
97500,B
328,B
79923,B
80682,B
75295,B
90994,B
72194,B
96757,B
56797,B
34329,B
61416,B
70194,B
14990,B
99981,B
20789,B
42526,B
74293,B
7770,B
31836,B
48684,B
64569,B
9810,B
25801,B
83472,B
21547,B
85137,B
17677,B
29101,B
14873,B
93436,B
58365,B
74735,B
80076,B
48004,B
18175,B
13138,B
35734,B
6783,B
34002,B
88271,B
7222,B
3261,B
88085,B
49368,B
76564,B
24788,B
23780,B
10452,B
30569,B
12402,B
96513,B
47737,B
64350,B
76335,B
38905,B
40073,B
69334,B
51137,B
4438,B
76186,B
32253,B
85933,B
5528,B
95607,B
34694,B
63670,B
56958,B
72606,B
6196,B
278,B
70607,B
25662,B
44037,B
70748,B
88821,B
45364,B
45299,B
7059,B
95687,B
67242,B
50364,B
934,B
69424,B
41193,B
93575,B
22968,B
58372,B
53970,B
10521,B
22832,B
19513,B
79521,B
44431,B
24223,B
98904,B
73075,B
9741,B
18414,B
44362,B
91383,B
59595,B
88202,B
43740,B
39462,B
76061,B
61740,B
99372,B
57106,B
30940,B
35197,B
48399,B
42897,B
88873,B
75718,B
83361,B
77867,B
56491,B
1954,B
82446,B
4141,B
59903,B
83101,B
80277,B
11434,B
5161,B
48154,B
94107,B
13899,B
87650,B
13396,B
10837,B
49832,B
58319,B
19846,B
92463,B
50005,B
34942,B
81398,B
15291,B
20532,B
83876,B
52118,B
26593,B
76531,B
2476,B
30531,B
89839,B
96983,B
62445,B
8245,B
86860,B
16758,B
62844,B
63392,B
25142,B
95366,B
53526,B
62797,B
22760,B
4561,B
58671,B
501,B
660,B
26288,B
13575,B
63174,B
3427,B
26821,B
59096,B
55858,B
78658,B
40453,B
7402,B
88557,B
72332,B
45509,B
35488,B
69852,B
86781,B
26540,B
54879,B
33600,B
96998,B
27733,B
96869,B
30086,B
41696,B
25196,B
49554,B
30568,B
69932,B
69131,B
10918,B
89201,B
56923,B
49927,B
65530,B
66756,B
34560,B
80519,B
5820,B
25335,B
2550,B
45534,B
8185,B
53917,B
22379,B
14999,B
82617,B
61799,B
43823,B
60559,B
34351,B
89272,B
84657,B
21595,B
67876,B
35121,B
34188,B
96279,B
40236,B
96312,B
41703,B
23702,B
32965,B
76408,B
78576,B
59291,B
93086,B
20979,B
9051,B
64508,B
11568,B
47734,B
40215,B
52926,B
73396,B
54499,B
30964,B
67493,B
96065,B
97495,B
43190,B
63634,B
95179,B
89749,B
7892,B
43555,B
62432,B
6887,B
75331,B
22864,B
31770,B
26479,B
85221,B
29460,B
10987,B
41693,B
86825,B
70390,B
52064,B
39434,B
34952,B
87359,B
98460,B
44988,B
78392,B
33983,B
86475,B
72035,B
9745,B
87173,B
36699,B
58206,B
1231,B
7133,B
61326,B
98483,B
53332,B
26477,B
74818,B
30651,B
72099,B
60806,B
49397,B
69709,B
52225,B
24521,B
63001,B
31835,B
85389,B
58393,B
64909,B
7164,B
39752,B
62560,B
16342,B
60950,B
91851,B
24980,B
10286,B
12985,B
77461,B
43037,B
2785,B
73722,B
30691,B
20681,B
7192,B
57629,B
19692,B
89891,B
70295,B
88730,B
40286,B
75422,B
91268,B
93347,B
66344,B
5058,B
54543,B
63840,B
15704,B
64355,B
62387,B
45290,B
53074,B
70321,B
59109,B
45478,B
14965,B
93553,B
90421,B
97565,B
27395,B
65158,B
91977,B
38731,B
74597,B
59403,B
63802,B
85821,B
77823,B
94431,B
20657,B
59749,B
77810,B
13502,B
2482,B
71341,B
8961,B
32464,B
61551,B
64757,B
40086,B
64393,B
91198,B
19734,B
59003,B
2816,B
69496,B
85814,B
90214,B
30200,B
35770,B
13160,B
59659,B
80110,B
54401,B
29984,B
32284,B
71130,B
42950,B
4943,B
90256,B
6230,B
23399,B
43431,B
11156,B
44966,B
91711,B
35160,B
30339,B
46845,B
52159,B
67866,B
55458,B
47674,B
10029,B
31488,B
57659,B
7047,B
52071,B
37006,B
24417,B
70517,B
43811,B
54325,B
63993,B
94528,B
21926,B
85412,B
64319,B
3890,B
3634,B
41334,B
32048,B
50373,B
54362,B
26947,B
63987,B
26160,B
8951,B
84723,B
64818,B
55613,B
37441,B
53152,B
12652,B
34159,B
410,B
7020,B
64863,B
4064,B
62941,B
72820,B
66013,B
22280,B
75573,B
99950,B
48362,B
937,B
83516,B
53928,B
30321,B
2706,B
7141,B
51670,B
45270,B
67951,B
34284,B
29879,B
70222,B
22117,B
56779,B
82590,B
954,B
22824,B
38649,B
33887,B
88082,B
97131,B
73740,B
85629,B
9400,B
58341,B
79900,B
39133,B
67292,B
13800,B
74985,B
52894,B
37342,B
96201,B
57385,B
74311,B
51504,B
45620,B
32886,B
80783,B
73455,B
89968,B
46760,B
32711,B
56427,B
90953,B
16819,B
97708,B
96620,B
10647,B
13696,B
56103,B
72980,B
24063,B
94999,B
74403,B
11044,B
44535,B
66624,B
55860,B
23721,B
3383,B
62702,B
10115,B
34145,B
31423,B
39138,B
68855,B
20821,B
54828,B
91170,B
32332,B
81040,B
2058,B
17915,B
83866,B
76285,B
93649,B
88184,B
11506,B
85059,B
2513,B
99546,B
95267,B
33043,B
80909,B
5901,B
66428,B
59216,B
66208,B
18676,B
72572,B
57941,B
54206,B
41602,B
22836,B
81444,B
86122,B
23367,B
86811,B
89488,B
85243,B
38707,B
48632,B
6924,B
86683,B
99340,B
84571,B
51439,B
26372,B
63537,B
3008,B
46040,B
34684,B
56852,B
95463,B
41998,B
62269,B
56641,B
54457,B
22300,B
48769,B
15861,B
93023,B
61723,B
3600,B
6224,B
69318,B
37855,B
78144,B
26753,B
62630,B
53025,B
24714,B
70940,B
87965,B
41922,B
89109,B
8910,B
98350,B
11683,B
85550,B
5424,B
90489,B
60338,B
1341,B
9705,B
94665,B
97710,B
35452,B
59732,B
15437,B
35914,B
88408,B
67448,B
62911,B
79917,B
61084,B
7949,B
36407,B
97600,B
97169,B
53824,B
31341,B
25108,B
43990,B
25446,B
54847,B
33390,B
23449,B
76893,B
72210,B
35107,B
18733,B
65418,B
8326,B
53845,B
66056,B
59859,B
27101,B
37066,B
93801,B
27076,B
19669,B
82434,B
91798,B
28177,B
75607,B
8033,B
8936,B
30458,B
50845,B
72660,B
63163,B
27349,B
6692,B
13312,B
79404,B
33990,B
79333,B
57960,B
18498,B
99942,B
90236,B
73292,B
64185,B
17440,B
78174,B
42817,B
95732,B
49493,B
86751,B
93609,B
11360,B
23035,B
97074,B
59396,B
51047,B
48021,B
86633,B
51333,B
69137,B
33626,B
49592,B
23484,B
60853,B
94678,B
56980,B
10440,B
38424,B
43164,B
50785,B
67357,B
68484,B
6954,B
65915,B
76060,B
71956,B
3046,B
1006,B
3034,B
29176,B
98740,B
55285,B
54575,B
45155,B
45322,B
41085,B
79753,B
71023,B
86258,B
30832,B
71333,B
60949,B
96463,B
54619,B
73026,B
13136,B
91441,B
62463,B
45596,B
6736,B
70231,B
87304,B
51052,B
79066,B
1003,B
26855,B
95287,B
56571,B
74536,B
81128,B
87191,B
64802,B
87606,B
64611,B
51665,B
61933,B
96950,B
64108,B
87612,B
20676,B
4429,B
98269,B
68747,B
44955,B
11844,B
3741,B
49454,B
14098,B
27806,B
68325,B
71711,B
20627,B
25051,B
66216,B
2695,B
82029,B
22477,B
90210,B
16406,B
45949,B
51334,B
97281,B
80603,B
94754,B
52912,B
16930,B
16504,B
89219,B
87331,B
36841,B
5803,B
23033,B
13297,B
88782,B
56820,B
74929,B
74455,B
95957,B
10514,B
67348,B
35503,B
22875,B
99361,B
92193,B
93644,B
43293,B
82551,B
42309,B
77117,B
27842,B
84025,B
37435,B
95512,B
63067,B
48090,B
87185,B
47910,B
34248,B
74055,B
24584,B
91823,B
75496,B
95695,B
90745,B
12725,B
15740,B
91840,B
83615,B
77792,B
15839,B
55651,B
50819,B
5348,B
59653,B
90398,B
40934,B
40727,B
30177,B
22310,B
75743,B
89310,B
59556,B
86782,B
52488,B
20504,B
28202,B
13448,B
19510,B
33595,B
45414,B
13394,B
10765,B
60605,B
81579,B
11169,B
7243,B
48,B
61209,B
56274,B
72617,B
86167,B
71944,B
78942,B
59053,B
52760,B
76831,B
35164,B
29733,B
81583,B
92624,B
87424,B
98541,B
4712,B
56853,B
77022,B
28021,B
72500,B
84164,B
54226,B
76861,B
73583,B
21013,B
89671,B
51508,B
22268,B
6937,B
34670,B
91214,B
42236,B
35775,B
27026,B
38983,B
76986,B
9763,B
77134,B
23335,B
29680,B
17734,B
48316,B
22080,B
89464,B
57635,B
75766,B
5898,B
50123,B
19194,B
43074,B
92471,B
50904,B
99095,B
13703,B
19880,B
26373,B
88301,B
73556,B
19520,B
15154,B
38947,B
90200,B
44868,B
42951,B
38026,B
55424,B
87689,B
98707,B
34762,B
52458,B
53730,B
66682,B
41485,B
12615,B
38136,B
77231,B
51130,B
42058,B
63471,B
21145,B
91740,B
83935,B
89605,B
50414,B
30264,B
1630,B
14738,B
1412,B
51425,B
40525,B
88171,B
6149,B
48874,B
36390,B
48377,B
82153,B
41053,B
13067,B
32401,B
85832,B
54400,B
96678,B
89069,B
40422,B
67578,B
17560,B
37856,B
86960,B
4470,B
73271,B
41023,B
71348,B
55761,B
40436,B
52328,B
27184,B
58396,B
98634,B
41766,B
74881,B
38893,B
70757,B
22023,B
10336,B
94209,B
73517,B
48667,B
15561,B
95394,B
4200,B
71075,B
18261,B
80796,B
77193,B
49285,B
38701,B
17021,B
51263,B
19597,B
46312,B
51490,B
98708,B
88816,B
88089,B
3343,B
61417,B
61772,B
92128,B
29279,B
42150,B
16848,B
71776,B
15883,B
10960,B
6858,B
61967,B
78675,B
4534,B
51025,B
5449,B
8357,B
38565,B
57178,B
50211,B
96707,B
57908,B
26166,B
13010,B
74563,B
36375,B
60054,B
89629,B
96271,B
67569,B
39570,B
51054,B
90744,B
64047,B
87400,B
74098,B
41803,B
54184,B
97439,B
45435,B
1466,B
88054,B
36965,B
10135,B
86832,B
69299,B
25559,B
301,B
49034,B
95323,B
43268,B
15027,B
41459,B
94592,B
29145,B
34348,B
76220,B
52908,B
71011,B
320,B
64076,B
92510,B
2276,B
8130,B
67476,B
75130,B
8844,B
36512,B
34510,B
11147,B
67842,B
56367,B
74271,B
74224,B
33674,B
42249,B
79967,B
3905,B
30653,B
6719,B
27657,B
31912,B
30465,B
37119,B
4140,B
13365,B
10462,B
82277,B
70792,B
50979,B
81362,B
50833,B
60945,B
97267,B
4761,B
539,B
90258,B
70530,B
93185,B
17889,B
19799,B
69661,B
18190,B
36791,B
51,B
34439,B
10544,B
4268,B
20779,B
31037,B
19392,B
28549,B
35898,B
13709,B
41454,B
95363,B
44348,B
89972,B
11991,B
49370,B
80290,B
44781,B
11736,B
20941,B
34981,B
28980,B
65429,B
94337,B
68558,B
26194,B
21935,B
57832,B
34308,B
86059,B
98278,B
83741,B
69239,B
74424,B
3740,B
66861,B
77554,B
3169,B
55508,B
91939,B
66337,B
59098,B
95692,B
19768,B
59132,B
80393,B
9891,B
85039,B
7983,B
88596,B
41232,B
63632,B
81628,B
6682,B
48591,B
54154,B
1519,B
12068,B
83656,B
41722,B
98065,B
48937,B
48015,B
12409,B
13616,B
93047,B
71926,B
44225,B
42608,B
97540,B
34343,B
223,B
59362,B
29174,B
26065,B
12968,B
7048,B
7095,B
33808,B
40740,B
20317,B
26483,B
23118,B
53438,B
1493,B
81881,B
81054,B
25498,B
65624,B
34577,B
84307,B
48062,B
30684,B
79074,B
91897,B
26017,B
38005,B
88282,B
8122,B
26188,B
49497,B
52705,B
12056,B
95646,B
87235,B
63109,B
66202,B
80696,B
53612,B
96989,B
85951,B
47435,B
94846,B
36482,B
52867,B
39691,B
89167,B
89923,B
63595,B
3644,B
42474,B
28542,B
87751,B
61655,B
9429,B
70888,B
42777,B
90157,B
29960,B
46764,B
61325,B
15054,B
94795,B
2584,B
35240,B
82995,B
60158,B
99433,B
21893,B
75960,B
88459,B
95665,B
13125,B
37590,B
77650,B
75355,B
49703,B
61138,B
68016,B
4782,B
79167,B
79735,B
40249,B
84547,B
20330,B
22600,B
46187,B
27805,B
40253,B
5359,B
40229,B
68376,B
64398,B
53742,B
69006,B
56140,B
70064,B
50555,B
16128,B
87600,B
58833,B
91953,B
10929,B
41561,B
41148,B
87920,B
89103,B
97437,B
3294,B
6012,B
79443,B
58088,B
73983,B
79184,B
34016,B
67926,B
16303,B
47532,B
59781,B
90797,B
5551,B
64019,B
80955,B
84874,B
29428,B
91783,B
67995,B
14975,B
49321,B
41308,B
71588,B
19545,B
66959,B
84766,B
68141,B
13083,B
25772,B
12937,B
